OBJECTID,mifcode,strecke_nr,richtung,laenge,von_km_i,bis_km_i,von_km_l,bis_km_l,elektrifiz,bahnnutzun,geschwindi,strecke_ku,gleisanzah,bahnart,kmspru_typ,kmspru_t00,Shape__Length,Shape__Length_2
2369,xka_mrk_830,6355,0,276,101500044,101530020,"15,0 + 44","15,3 + 20",Oberleitung,S-Bahn,ab 50 bis 100 km/h,Angersdorf Awo - Hal-Nietleben,eingleisig,Hauptbahn, , ,,
2370,xka_mrk_830,6004,0,1226,100510074,100640000,"5,1 + 74",6.4 +     0,Stromschiene,S-Bahn,ab 50 bis 100 km/h,Berlin Ostbf - Erkner,zweigleisig,Hauptbahn, ,Überlängenanfang,,
2371,xka_mrk_830,3000,0,255,101270000,101290055,"12,7 + 0","12,9 + 55",nicht elektrifiziert,Pz/Gz-Bahn,bis 50 km/h,Remagen - Adenau,zweigleisig,Nebenbahn, , ,,
2372,xka_mrk_830,1043,0,229,110230000,110250029,"102,3 + 0","102,5 + 29",nicht elektrifiziert,Gz-Bahn,ab 50 bis 100 km/h,Neumünster - Bad Oldesloe,eingleisig,Hauptbahn, , ,,
2373,xka_mrk_830,5351,0,78,102740123,102760000,"27,4 + 123","27,6 + 0",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Günzburg - Mindelheim,eingleisig,Nebenbahn, , ,,
2374,xka_mrk_830,2400,0,500,101080000,101130000,"10,8 + 0","11,3 + 0",Oberleitung,S-Bahn,ab 100 bis 120 km/h,Düsseldorf - Hagen,zweigleisig,Hauptbahn, , ,,
2375,xka_mrk_830,5351,0,85,102760000,102760085,"27,6 + 0","27,6 + 85",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Günzburg - Mindelheim,eingleisig,Nebenbahn, , ,,
2376,xka_mrk_830,3000,0,2561,101290055,101550016,"12,9 + 55","15,5 + 16",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Remagen - Adenau,zweigleisig,Nebenbahn, , ,,
2377,xka_mrk_830,2400,0,4500,101130000,101580000,"11,3 + 0","15,8 + 0",Oberleitung,S-Bahn,ab 100 bis 120 km/h,Düsseldorf - Hagen,zweigleisig,Hauptbahn, , ,,
2378,xka_mrk_830,6004,0,228,100640000,100660000,6.4 +     0,6.6 +     0,Stromschiene,S-Bahn,ab 50 bis 100 km/h,Berlin Ostbf - Erkner,zweigleisig,Hauptbahn,Überlängenanfang,Überlängenende,,
2379,xka_mrk_830,4020,0,7,106080093,106090000,"60,8 + 93","60,9 + 0",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Mannheim - Rastatt,zweigleisig,Hauptbahn, , ,,
2380,xka_mrk_830,4800,1,2169,100510031,100730000,"5,1 + 31","7,3 + 0",Oberleitung,Pz/Gz-Bahn,ab 100 bis 120 km/h,Stuttgart - Bretten,zweigleisig,Hauptbahn, , ,,
2381,xka_mrk_830,6355,0,480,101530020,101580000,"15,3 + 20","15,8 + 0",Oberleitung,S-Bahn,ab 50 bis 100 km/h,Angersdorf Awo - Hal-Nietleben,eingleisig,Hauptbahn, , ,,
2382,xka_mrk_830,2400,0,610,101580000,101640010,"15,8 + 0","16,4 + 10",Oberleitung,S-Bahn,ab 50 bis 100 km/h,Düsseldorf - Hagen,zweigleisig,Hauptbahn, , ,,
2383,xka_mrk_830,3000,0,3,101550016,101550019,"15,5 + 16","15,5 + 19",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Remagen - Adenau,eingleisig,Nebenbahn, , ,,
2384,xka_mrk_830,1043,0,880,110250029,110340009,"102,5 + 29","103,4 + 9",nicht elektrifiziert,Gz-Bahn,ab 50 bis 100 km/h,Neumünster - Bad Oldesloe,eingleisig,Hauptbahn, , ,,
2385,xka_mrk_830,6355,0,1500,101580000,101730000,"15,8 + 0","17,3 + 0",Oberleitung,S-Bahn,ab 50 bis 100 km/h,Angersdorf Awo - Hal-Nietleben,eingleisig,Hauptbahn, , ,,
2386,xka_mrk_830,6004,0,480,100660000,100700080,6.6 +     0,"7,0 + 80",Stromschiene,S-Bahn,ab 50 bis 100 km/h,Berlin Ostbf - Erkner,zweigleisig,Hauptbahn,Überlängenende, ,,
2387,xka_mrk_830,3000,0,2761,101550019,101820080,"15,5 + 19","18,2 + 80",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Remagen - Adenau,eingleisig,Nebenbahn, , ,,
2388,xka_mrk_830,6004,0,420,100700080,100750000,"7,0 + 80","7,5 + 0",Stromschiene,S-Bahn,ab 50 bis 100 km/h,Berlin Ostbf - Erkner,zweigleisig,Hauptbahn, , ,,
2389,xka_mrk_830,3000,0,920,101820080,101920000,"18,2 + 80","19,2 + 0",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Remagen - Adenau,eingleisig,Nebenbahn, , ,,
2390,xka_mrk_830,5351,0,191,102760085,102780076,"27,6 + 85","27,8 + 76",nicht elektrifiziert,Pz/Gz-Bahn,bis 50 km/h,Günzburg - Mindelheim,eingleisig,Nebenbahn, , ,,
2391,xka_mrk_830,6355,0,1912,101730000,101920012,"17,3 + 0","19,2 + 12",Oberleitung,S-Bahn,ab 50 bis 100 km/h,Angersdorf Awo - Hal-Nietleben,eingleisig,Hauptbahn, , ,,
2392,xka_mrk_830,4020,0,1143,106090000,106200043,"60,9 + 0","62,0 + 43",Oberleitung,Pz/Gz-Bahn,ab 120 bis 160 km/h,Mannheim - Rastatt,zweigleisig,Hauptbahn, , ,,
2393,xka_mrk_830,4800,1,554,100730000,100780054,"7,3 + 0","7,8 + 54",Oberleitung,Pz/Gz-Bahn,ab 100 bis 120 km/h,Stuttgart - Bretten,zweigleisig,Hauptbahn, , ,,
2394,xka_mrk_830,5351,0,1424,102780076,102930000,"27,8 + 76","29,3 + 0",nicht elektrifiziert,Pz/Gz-Bahn,bis 50 km/h,Günzburg - Mindelheim,eingleisig,Nebenbahn, , ,,
2395,xka_mrk_830,2400,0,355,101640010,101670065,"16,4 + 10","16,7 + 65",Oberleitung,S-Bahn,ab 50 bis 100 km/h,Düsseldorf - Hagen,eingleisig,Hauptbahn, , ,,
2396,xka_mrk_830,1043,0,1256,110340009,110460065,"103,4 + 9","104,6 + 65",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Neumünster - Bad Oldesloe,eingleisig,Hauptbahn, , ,,
2397,xka_mrk_830,5351,0,1471,102930000,103070071,"29,3 + 0","30,7 + 71",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Günzburg - Mindelheim,eingleisig,Nebenbahn, , ,,
2398,xka_mrk_830,4020,0,1269,106200043,106330012,"62,0 + 43",63.3 +    12,Oberleitung,Pz/Gz-Bahn,ab 120 bis 160 km/h,Mannheim - Rastatt,zweigleisig,Hauptbahn, ,Fehllänge ankommend,,
2399,xka_mrk_830,6356,0,3874,99999978,100380053,"-0,0 + -21","3,8 + 53",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Merseburg - Halle-Nietleben,eingleisig,Hauptbahn, , ,,
2400,xka_mrk_830,3000,0,2596,101920000,102170093,"19,2 + 0",21.7 +    93,nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Remagen - Adenau,eingleisig,Nebenbahn, ,Fehllänge ankommend,,
2401,xka_mrk_830,4800,1,5313,100780054,101310060,"7,8 + 54","13,1 + 60",Oberleitung,Pz/Gz-Bahn,ab 120 bis 160 km/h,Stuttgart - Bretten,zweigleisig,Hauptbahn, , ,,
2402,xka_mrk_830,6004,0,1976,100750000,100940076,"7,5 + 0","9,4 + 76",Stromschiene,S-Bahn,ab 50 bis 100 km/h,Berlin Ostbf - Erkner,zweigleisig,Hauptbahn, , ,,
2403,xka_mrk_830,1043,0,15044,110460065,111970000,"104,6 + 65","119,7 + 0",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Neumünster - Bad Oldesloe,eingleisig,Hauptbahn, , ,,
2404,xka_mrk_830,4020,0,0,106330012,106480000,63.3 +    12,64.8 +     0,Oberleitung,Pz/Gz-Bahn,ab 120 bis 160 km/h,Mannheim - Rastatt,zweigleisig,Hauptbahn,Fehllänge ankommend,Fehllänge abgehend,,
2405,xka_mrk_830,2400,0,1435,101670065,101820000,"16,7 + 65","18,2 + 0",Oberleitung,S-Bahn,ab 50 bis 100 km/h,Düsseldorf - Hagen,zweigleisig,Hauptbahn, , ,,
2406,xka_mrk_830,5351,0,226,103070071,103090097,"30,7 + 71","30,9 + 97",nicht elektrifiziert,Pz/Gz-Bahn,bis 50 km/h,Günzburg - Mindelheim,eingleisig,Nebenbahn, , ,,
2407,xka_mrk_830,4800,1,540,101310060,101370000,"13,1 + 60","13,7 + 0",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Stuttgart - Bretten,zweigleisig,Hauptbahn, , ,,
2408,xka_mrk_830,1043,0,15044,110460065,111970000,"104,6 + 65","119,7 + 0",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Neumünster - Bad Oldesloe,eingleisig,Hauptbahn, , ,,
2409,xka_mrk_830,4020,0,16499,106480000,108120099,64.8 +     0,"81,2 + 99",Oberleitung,Pz/Gz-Bahn,ab 120 bis 160 km/h,Mannheim - Rastatt,zweigleisig,Hauptbahn,Fehllänge abgehend, ,,
2410,xka_mrk_830,6004,0,179,100940076,100960055,"9,4 + 76","9,6 + 55",Stromschiene,S-Bahn,ab 50 bis 100 km/h,Berlin Ostbf - Erkner,zweigleisig,Hauptbahn, , ,,
2411,xka_mrk_830,4800,1,900,101370000,101460000,"13,7 + 0","14,6 + 0",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Stuttgart - Bretten,zweigleisig,Hauptbahn, , ,,
2412,xka_mrk_830,5351,0,10,103090097,103100007,"30,9 + 97","31,0 + 7",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Günzburg - Mindelheim,eingleisig,Nebenbahn, , ,,
2413,xka_mrk_830,2400,0,1000,101820000,101920000,"18,2 + 0","19,2 + 0",Oberleitung,S-Bahn,ab 50 bis 100 km/h,Düsseldorf - Hagen,zweigleisig,Hauptbahn, , ,,
2414,xka_mrk_830,4020,0,16499,106480000,108120099,64.8 +     0,"81,2 + 99",Oberleitung,Pz/Gz-Bahn,ab 120 bis 160 km/h,Mannheim - Rastatt,zweigleisig,Hauptbahn,Fehllänge abgehend, ,,
2415,xka_mrk_830,5351,0,393,103100007,103140000,"31,0 + 7","31,4 + 0",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Günzburg - Mindelheim,eingleisig,Nebenbahn, , ,,
2416,xka_mrk_830,4800,1,1022,101460000,101560022,"14,6 + 0","15,6 + 22",Oberleitung,Pz/Gz-Bahn,ab 100 bis 120 km/h,Stuttgart - Bretten,zweigleisig,Hauptbahn, , ,,
2417,xka_mrk_830,2400,0,500,101920000,101970000,"19,2 + 0","19,7 + 0",Oberleitung,S-Bahn,ab 50 bis 100 km/h,Düsseldorf - Hagen,zweigleisig,Hauptbahn, , ,,
2418,xka_mrk_830,4020,0,907,108120099,108220006,"81,2 + 99","82,2 + 6",Oberleitung,Pz/Gz-Bahn,ab 100 bis 120 km/h,Mannheim - Rastatt,zweigleisig,Hauptbahn, , ,,
2419,xka_mrk_830,5351,0,2122,103140000,103350022,"31,4 + 0","33,5 + 22",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Günzburg - Mindelheim,eingleisig,Nebenbahn, , ,,
2420,xka_mrk_830,2400,0,2390,101970000,102210000,"19,7 + 0","22,1 + 0",Oberleitung,S-Bahn,ab 50 bis 100 km/h,Düsseldorf - Hagen,zweigleisig,Hauptbahn, , ,,
2421,xka_mrk_830,3000,0,0,102170093,102180008,21.7 +    93,21.8 +     8,nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Remagen - Adenau,eingleisig,Nebenbahn,Fehllänge ankommend,Fehllänge abgehend,,
2422,xka_mrk_830,6356,0,2595,100380053,100640048,"3,8 + 53",6.4 +    48,Oberleitung,Pz/Gz-Bahn,bis 50 km/h,Merseburg - Halle-Nietleben,eingleisig,Hauptbahn, ,Fehllänge ankommend,,
2423,xka_mrk_830,4021,0,1752,99949947,100120000,"-0,5 + -52","1,2 + 0",Oberleitung,Gz-Bahn,ab 50 bis 100 km/h,Mannheim-Neckarau - Mannh. Rbf,eingleisig,Hauptbahn, , ,,
2424,xka_mrk_830,5351,0,278,103350022,103380000,"33,5 + 22","33,8 + 0",nicht elektrifiziert,Pz/Gz-Bahn,bis 50 km/h,Günzburg - Mindelheim,eingleisig,Nebenbahn, , ,,
2425,xka_mrk_830,2400,0,2400,102210000,102450000,"22,1 + 0","24,5 + 0",Oberleitung,S-Bahn,ab 50 bis 100 km/h,Düsseldorf - Hagen,zweigleisig,Hauptbahn, , ,,
2426,xka_mrk_830,1043,0,166,111970000,111980066,"119,7 + 0","119,8 + 66",nicht elektrifiziert,Pz/Gz-Bahn,bis 50 km/h,Neumünster - Bad Oldesloe,eingleisig,Hauptbahn, , ,,
2427,xka_mrk_830,6004,0,1828,100960055,101140083,"9,6 + 55","11,4 + 83",Stromschiene,S-Bahn,ab 50 bis 100 km/h,Berlin Ostbf - Erkner,zweigleisig,Hauptbahn, , ,,
2428,xka_mrk_830,4800,1,2729,101560022,101830045,"15,6 + 22","18,3 + 45",Oberleitung,Pz/Gz-Bahn,ab 100 bis 120 km/h,Stuttgart - Bretten,zweigleisig,Hauptbahn, , ,,
2429,xka_mrk_830,2400,0,600,102450000,102510000,"24,5 + 0","25,1 + 0",Oberleitung,S-Bahn,ab 50 bis 100 km/h,Düsseldorf - Hagen,zweigleisig,Hauptbahn, , ,,
2430,xka_mrk_830,5351,0,2137,103380000,103590038,"33,8 + 0","35,9 + 38",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Günzburg - Mindelheim,eingleisig,Nebenbahn, , ,,
2431,xka_mrk_830,4021,0,309,100120000,100150009,"1,2 + 0","1,5 + 9",Oberleitung,Gz-Bahn,bis 50 km/h,Mannheim-Neckarau - Mannh. Rbf,eingleisig,Hauptbahn, , ,,
2432,xka_mrk_830,1100,0,580,100040000,100090080,"0,4 + 0","0,9 + 80",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Lübeck - Puttgarden,zweigleisig,Hauptbahn, , ,,
2433,xka_mrk_830,4800,1,4055,101830045,102240000,"18,3 + 45","22,4 + 0",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Stuttgart - Bretten,zweigleisig,Hauptbahn, , ,,
2434,xka_mrk_830,4800,1,1700,102240000,102410000,"22,4 + 0","24,1 + 0",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Stuttgart - Bretten,zweigleisig,Hauptbahn, , ,,
2435,xka_mrk_830,2400,0,151,102510000,102520051,"25,1 + 0","25,2 + 51",Oberleitung,S-Bahn,ab 50 bis 100 km/h,Düsseldorf - Hagen,zweigleisig,Hauptbahn, , ,,
2436,xka_mrk_830,4025,0,48,105990084,106000032,"59,9 + 84","60,0 + 32",nicht elektrifiziert,Gz-Bahn,bis 50 km/h,Eggenstein - Karlsruhe,eingleisig,Nebenbahn, , ,,
2437,xka_mrk_830,5351,0,85,103590038,103600023,"35,9 + 38","36,0 + 23",nicht elektrifiziert,Pz/Gz-Bahn,bis 50 km/h,Günzburg - Mindelheim,eingleisig,Nebenbahn, , ,,
2438,xka_mrk_830,4801,1,410,100550090,100600000,"5,5 + 90","6,0 + 0",Oberleitung,S-Bahn,ab 50 bis 100 km/h,Stuttgart - Bietigheim,zweigleisig,Hauptbahn, , ,,
2439,xka_mrk_830,4030,0,1071,99889928,99989999,"-1,1 + -71","-0,1 + -0",Oberleitung,Gz-Bahn,ab 50 bis 100 km/h,Mannheim Hbf - Mannheim Hgbf,eingleisig,Nebenbahn, , ,,
2440,xka_mrk_830,5351,0,108,103600023,103610031,"36,0 + 23","36,1 + 31",nicht elektrifiziert,Pz/Gz-Bahn,bis 50 km/h,Günzburg - Mindelheim,eingleisig,Nebenbahn, , ,,
2441,xka_mrk_830,6356,0,0,100640048,100650000,6.4 +    48,6.5 +     0,Oberleitung,Pz/Gz-Bahn,bis 50 km/h,Merseburg - Halle-Nietleben,eingleisig,Hauptbahn,Fehllänge ankommend,Fehllänge abgehend,,
2442,xka_mrk_830,3000,0,2701,102180008,102450000,21.8 +     8,"24,5 + 0",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Remagen - Adenau,eingleisig,Nebenbahn,Fehllänge abgehend, ,,
2443,xka_mrk_830,5351,0,269,103610031,103640000,"36,1 + 31","36,4 + 0",nicht elektrifiziert,Pz/Gz-Bahn,bis 50 km/h,Günzburg - Mindelheim,eingleisig,Nebenbahn, , ,,
2444,xka_mrk_830,4801,1,1200,100600000,100710099,"6,0 + 0","7,1 + 99",Oberleitung,S-Bahn,ab 50 bis 100 km/h,Stuttgart - Bietigheim,zweigleisig,Hauptbahn, , ,,
2445,xka_mrk_830,6004,0,374,101140083,101180057,"11,4 + 83","11,8 + 57",Stromschiene,S-Bahn,ab 50 bis 100 km/h,Berlin Ostbf - Erkner,zweigleisig,Hauptbahn, , ,,
2446,xka_mrk_830,2400,0,4155,103360075,103780030,"33,6 + 75","37,8 + 30",Oberleitung,S-Bahn,ab 50 bis 100 km/h,Düsseldorf - Hagen,zweigleisig,Hauptbahn, , ,,
2447,xka_mrk_830,3000,0,2300,102450000,102680000,"24,5 + 0","26,8 + 0",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Remagen - Adenau,eingleisig,Nebenbahn, , ,,
2448,xka_mrk_830,5351,0,90,103640000,103640090,"36,4 + 0","36,4 + 90",nicht elektrifiziert,Pz/Gz-Bahn,bis 50 km/h,Günzburg - Mindelheim,eingleisig,Nebenbahn, , ,,
2449,xka_mrk_830,2400,0,285,103780030,103810015,"37,8 + 30","38,1 + 15",Oberleitung,S-Bahn,ab 50 bis 100 km/h,Düsseldorf - Hagen,zweigleisig,Hauptbahn, , ,,
2450,xka_mrk_830,4810,0,101,99949922,99959923,"-0,5 + -77","-0,4 + -76",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Zuffenhausen - Calw,eingleisig,Hauptbahn, , ,,
2451,xka_mrk_830,6356,0,7272,100650000,101370072,6.5 +     0,"13,7 + 72",Oberleitung,Pz/Gz-Bahn,bis 50 km/h,Merseburg - Halle-Nietleben,eingleisig,Hauptbahn,Fehllänge abgehend, ,,
2452,xka_mrk_830,1100,0,3722,100090080,100460099,"0,9 + 80","4,6 + 99",Oberleitung,Pz/Gz-Bahn,ab 100 bis 120 km/h,Lübeck - Puttgarden,zweigleisig,Hauptbahn, , ,,
2453,xka_mrk_830,4030,0,300,99989999,100020000,"-0,1 + -0","0,2 + 0",nicht elektrifiziert,Gz-Bahn,ab 50 bis 100 km/h,Mannheim Hbf - Mannheim Hgbf,eingleisig,Nebenbahn, , ,,
2454,xka_mrk_830,5351,0,110,103640090,103660000,"36,4 + 90","36,6 + 0",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Günzburg - Mindelheim,eingleisig,Nebenbahn, , ,,
2455,xka_mrk_830,6004,0,2653,101180057,101450010,"11,8 + 57","14,5 + 10",Stromschiene,S-Bahn,ab 50 bis 100 km/h,Berlin Ostbf - Erkner,zweigleisig,Hauptbahn, , ,,
2456,xka_mrk_830,4810,1,816,99959923,100030040,"-0,4 + -76","0,3 + 40",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Zuffenhausen - Calw,zweigleisig,Hauptbahn, , ,,
2457,xka_mrk_830,6004,0,172,101450010,101460082,"14,5 + 10","14,6 + 82",Stromschiene,S-Bahn,ab 50 bis 100 km/h,Berlin Ostbf - Erkner,zweigleisig,Hauptbahn, , ,,
2458,xka_mrk_830,5351,0,1409,103660000,103800009,"36,6 + 0","38,0 + 9",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Günzburg - Mindelheim,eingleisig,Nebenbahn, , ,,
2459,xka_mrk_830,4811,1,157,100820093,100840050,"8,2 + 93","8,4 + 50",Oberleitung,Gz-Bahn,ab 50 bis 100 km/h,Stg-Zuffenh. - Kornwestheim,zweigleisig,Hauptbahn, , ,,
2460,xka_mrk_830,2400,0,191,104390094,104410085,"43,9 + 94","44,1 + 85",Oberleitung,Pz/Gz-Bahn,bis 50 km/h,Düsseldorf - Hagen,eingleisig,Hauptbahn, , ,,
2461,xka_mrk_830,5351,0,753,103800009,103870062,"38,0 + 9","38,7 + 62",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Günzburg - Mindelheim,eingleisig,Nebenbahn, , ,,
2462,xka_mrk_830,2400,0,938,104410085,104510023,"44,1 + 85","45,1 + 23",Oberleitung,Pz/Gz-Bahn,bis 50 km/h,Düsseldorf - Hagen,zweigleisig,Hauptbahn, , ,,
2463,xka_mrk_830,6356,0,670,101660030,101730000,"16,6 + 30","17,3 + 0",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Merseburg - Halle-Nietleben,eingleisig,Hauptbahn, , ,,
2464,xka_mrk_830,3000,0,587,102680000,102730087,"26,8 + 0",27.3 +    87,nicht elektrifiziert,Pz/Gz-Bahn,bis 50 km/h,Remagen - Adenau,eingleisig,Nebenbahn, ,Fehllänge ankommend,,
2465,xka_mrk_830,4030,0,500,100020000,100070000,"0,2 + 0","0,7 + 0",nicht elektrifiziert,Gz-Bahn,bis 50 km/h,Mannheim Hbf - Mannheim Hgbf,eingleisig,Nebenbahn, , ,,
2466,xka_mrk_830,1100,0,1894,100460099,100650093,"4,6 + 99","6,5 + 93",nicht elektrifiziert,Pz/Gz-Bahn,ab 100 bis 120 km/h,Lübeck - Puttgarden,zweigleisig,Hauptbahn, , ,,
2467,xka_mrk_830,5351,0,5169,103870062,104390031,"38,7 + 62","43,9 + 31",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Günzburg - Mindelheim,eingleisig,Nebenbahn, , ,,
2468,xka_mrk_830,6004,0,1418,101460082,101610000,"14,6 + 82","16,1 + 0",Stromschiene,S-Bahn,ab 50 bis 100 km/h,Berlin Ostbf - Erkner,zweigleisig,Hauptbahn, , ,,
2469,xka_mrk_830,4811,1,150,100840050,100860000,"8,4 + 50",8.6 +     0,Oberleitung,Gz-Bahn,ab 50 bis 100 km/h,Stg-Zuffenh. - Kornwestheim,zweigleisig,Hauptbahn, ,Überlängenanfang,,
2470,xka_mrk_830,5351,0,69,104390031,104400000,"43,9 + 31","44,0 + 0",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Günzburg - Mindelheim,eingleisig,Nebenbahn, , ,,
2471,xka_mrk_830,6356,0,780,101730000,101800080,"17,3 + 0","18,0 + 80",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Merseburg - Halle-Nietleben,eingleisig,Hauptbahn, , ,,
2472,xka_mrk_830,3000,0,0,102730087,102740023,27.3 +    87,27.4 +    23,nicht elektrifiziert,Pz/Gz-Bahn,bis 50 km/h,Remagen - Adenau,eingleisig,Nebenbahn,Fehllänge ankommend,Fehllänge abgehend,,
2473,xka_mrk_830,2400,0,112,104510023,104520035,"45,1 + 23","45,2 + 35",Oberleitung,S-Bahn,bis 50 km/h,Düsseldorf - Hagen,zweigleisig,Hauptbahn, , ,,
2474,xka_mrk_830,6004,0,2667,101610000,101870067,"16,1 + 0","18,7 + 67",Stromschiene,S-Bahn,ab 50 bis 100 km/h,Berlin Ostbf - Erkner,zweigleisig,Hauptbahn, , ,,
2475,xka_mrk_830,6004,0,155,101870067,101890022,"18,7 + 67","18,9 + 22",Stromschiene,S-Bahn,ab 50 bis 100 km/h,Berlin Ostbf - Erkner,zweigleisig,Hauptbahn, , ,,
2476,xka_mrk_830,6356,0,20,101800080,101810000,"18,0 + 80","18,1 + 0",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Merseburg - Halle-Nietleben,eingleisig,Hauptbahn, , ,,
2477,xka_mrk_830,5351,0,530,104400000,104450030,"44,0 + 0","44,5 + 30",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Günzburg - Mindelheim,eingleisig,Nebenbahn, , ,,
2478,xka_mrk_830,1100,0,507,100650093,100710000,"6,5 + 93","7,1 + 0",nicht elektrifiziert,Pz/Gz-Bahn,ab 100 bis 120 km/h,Lübeck - Puttgarden,eingleisig,Hauptbahn, , ,,
2479,xka_mrk_830,3000,0,1680,102740023,102910003,27.4 +    23,"29,1 + 3",nicht elektrifiziert,Pz/Gz-Bahn,bis 50 km/h,Remagen - Adenau,eingleisig,Nebenbahn,Fehllänge abgehend, ,,
2480,xka_mrk_830,4030,0,145,100070000,100080045,"0,7 + 0",0.8 +    45,nicht elektrifiziert,Gz-Bahn,bis 50 km/h,Mannheim Hbf - Mannheim Hgbf,eingleisig,Nebenbahn, ,Fehllänge ankommend,,
2481,xka_mrk_830,6356,0,1095,101810000,101910095,"18,1 + 0","19,1 + 95",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Merseburg - Halle-Nietleben,eingleisig,Hauptbahn, , ,,
2482,xka_mrk_830,4811,1,214,100860000,100880000,8.6 +     0,8.8 +     0,Oberleitung,Gz-Bahn,ab 50 bis 100 km/h,Stg-Zuffenh. - Kornwestheim,zweigleisig,Hauptbahn,Überlängenanfang,Überlängenende,,
2483,xka_mrk_830,6004,0,378,101890022,101930000,"18,9 + 22","19,3 + 0",Stromschiene,S-Bahn,ab 50 bis 100 km/h,Berlin Ostbf - Erkner,zweigleisig,Hauptbahn, , ,,
2484,xka_mrk_830,5351,0,574,104450030,104510000,"44,5 + 30","45,1 + 0",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Günzburg - Mindelheim,eingleisig,Nebenbahn, , ,,
2485,xka_mrk_830,3005,0,783,99949931,100020015,"-0,5 + -68","0,2 + 15",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Andernach - Gerolstein,eingleisig,Hauptbahn, , ,,
2486,xka_mrk_830,1100,0,21094,100710000,102820000,"7,1 + 0","28,2 + 0",nicht elektrifiziert,Pz/Gz-Bahn,ab 120 bis 160 km/h,Lübeck - Puttgarden,eingleisig,Hauptbahn, , ,,
2487,xka_mrk_830,2400,0,148,104520035,104530083,"45,2 + 35","45,3 + 83",Oberleitung,S-Bahn,bis 50 km/h,Düsseldorf - Hagen,eingleisig,Hauptbahn, , ,,
2488,xka_mrk_830,6004,0,300,101930000,101960000,"19,3 + 0",19.6 +     0,Stromschiene,S-Bahn,ab 50 bis 100 km/h,Berlin Ostbf - Erkner,zweigleisig,Hauptbahn, ,Überlängenanfang,,
2489,xka_mrk_830,5351,0,430,104510000,104550030,"45,1 + 0","45,5 + 30",nicht elektrifiziert,Pz/Gz-Bahn,bis 50 km/h,Günzburg - Mindelheim,eingleisig,Nebenbahn, , ,,
2490,xka_mrk_830,6356,0,25,101910095,101920020,"19,1 + 95","19,2 + 20",Oberleitung,Pz/Gz-Bahn, ,Merseburg - Halle-Nietleben,eingleisig,Hauptbahn, , ,,
2491,xka_mrk_830,3005,0,277,100020015,100040092,"0,2 + 15","0,4 + 92",nicht elektrifiziert,Pz/Gz-Bahn,bis 50 km/h,Andernach - Gerolstein,eingleisig,Hauptbahn, , ,,
