"nameCompany","streetAddress","postalCode","addressLocality"
"Norma","Saynstr. 32","57627","Hachenburg"
"Norma","Augustastr. 60","56564","Neuwied"
"Norma","Am Eichenhein","56812","Cochem"
"Norma","Trierer Str. 3","54314","Zerf"
"Norma","Fraukircher Str. 26","56637","Plaidt"
"Norma","Erfurter Str. 5","56626","Andernach"
"Norma","Urbacher Str. 25","56305","Puderbach"
"Norma","Hauptstr. 158","57518","Alsdorf"
"Norma","In der Köschwies 4","54320","Waldrach"
"Norma","Neumarkt 31-33","57250","Netphen"
"Norma","Wissener Str. 11","57580","Gebhardshain"
"Norma","Buhnertstr. 1A","54523","Hetzerath"
"Norma","Trierer Str. 28","54340","Longuich"
"Norma","Friedrichstr. 28A","54516","Wittlich"
"Norma","Auf der Bölz 2","56645","Nickenich"
"Norma","Westerwaldpark 23","56587","Oberhonnefeld"
"Norma","Zum Kehr 5","56826","Lutzerath"
"Norma","Paulinstr. 9-11","54292","Trier"
"Norma","Neuwiederstr. 109","56588","Waldbreitbach"
"Norma","Richtweg 12","57537","Wissen"
"Norma","Kornbitze 1","57632","Flammersfeld"
"Norma","Marktzentrum 5","57577","Hamm"
"Norma","Marburger Str. 79","57223","Kreuztal"
"Norma","Ritter-Heinrich-Str. 10","56766","Ulmen"
"Norma","Brohltalstr. 56","56651","Niederzissen"
"Norma","Bahnhofstr. 9","53577","Neustadt"
"Norma","Gewerbestr. 9","54531","Manderscheid"
"Norma","Bahnhofstr. 1A","54441","Temmels"
"Norma","Am Sändchen 32-34","53545","Linz"
"Norma","Goethestr. 7","53424","Remagen"
"Norma","Rottbitzerstr. 28A","53604","Bad"
"Norma","Otto-Eichhorn-Str. 2","51545","Waldbröl"
"Norma","Bitburger Str. 1A","54668","Echternacherbrück"
"Norma","Rondell 1","54568","Gerolstein"
"Norma","Proffenweg 2","53639","Königswinter"
"Norma","Dürener Str. 46","53501","Gelsdorf"
"Norma","Wallstr. 19","54576","Hillesheim"
"Norma","Krahmer Weg 2","53804","Much"
"Norma","Von-Weichs-Str. 2","53121","Bonn"
"Norma","Hauptstr. 125A","53842","Troisdorf"
"Norma","Christian-Schäfer-Str. 22","53881","Euskirchen"
"Norma","Friedhofstr. 1","51789","Lindlar"
"Norma","Overather Str. 50-52","51429","Bergisch"
"Norma","Gaulstr. 75","51688","Wipperfürth"
"Norma","Mühlenstr. 49","51143","Köln"
"Norma","Im Blauen Garn 101","50389","Wesseling"
"Norma","Deutscher Platz 3","53919","Weilerswist"
"Norma","Berzdorfer Str. 1","50321","Brühl"
"Norma","Richard-Bertram-Str. 87","50321","Brühl"
"Norma","Buchholzstr. 105","51469","Bergisch"
"Norma","Olpener Str. 114","51103","Köln"
"Norma","Steprathstr. 21","51103","Köln"
"Norma","Theodor-Heuss-Str. 19","50374","Erftstadt"
"Norma","Waldecker Str. 41","51065","Köln"
"Norma","Rathausstr. 3","53940","Hellenthal"
"Norma","Normannengasse 21","53909","Zülpich"
"Norma","Markt 13","50374","Erftstadt"
"Norma","Barbarastr. 3","50735","Köln"
"Norma","Manforter Str. 247","51373","Leverkusen"
"Norma","Gymnicher Hauptstr. 22-24","50374","Erftstadt"
"Norma","Altenhagener Str. 41","58097","Hagen"
"Norma","Rathausstr. 1","50169","Kerpen"
"Norma","Am Kastanienhof 17-21","59423","Unna"
"Norma","Bahnhofstr. 37","59439","Holzwickede"
"Norma","Zum Wasserwerk 7-9","50170","Kerpen"
"Norma","Rölsdorfer Str. 27","52355","Düren"
"Norma","Süd-West-Str. 24","50126","Bergheim"
"Norma","Robert-Koch-Str. 80A","59174","Kamen"
"Norma","Lessingstr. 2","59174","Kamen"
"Norma","Dortmunder Str. 19","58455","Witten"
"Norma","Birkesdorfer Str. 42","52353","Düren"
"Norma","Werner Str. 76-78","59192","Bergkamen"
"Norma","Ohndorfer Str. 1","50189","Elsdorf"
"Norma","Bundesstr. 53","52159","Roetgen"
"Norma","Am Parir 4","52379","Langerwehe"
"Norma","Stolberger Str. 121","52249","Eschweiler"
"Norma","Aachener Str. 3","52428","Jülich"
"Norma","Jülicher Str. 61","52457","Aldenhoven"
"Norma","Hüttenstr. 44","52068","Aachen"
"Norma","Jülicher Str. 25-27","52070","Aachen"
"Norma","Boos-Fremery-Str. 34","52525","Heinsberg"
"Norma","Erzbischof-Philipp Str. 15","52525","Heinsberg"
"Norma","Roermonder Str. 137","52525","Heinsberg"
"Norma","Friedrichsdorfer Landstr. 48","69412","Eberbach"
"Norma","Ortsstr. 10","69234","Dielheim"
"Norma","Miltenberger Str. 48","63927","Bürgstadt"
"Norma","Elsavastr. 85","63863","Eschau"
"Norma","Frühlingstr. 1","63939","Wörth"
"Norma","Weiherweg 8","68794","Oberhausen"
"Norma","Obernburger Str. 44","63853","Mömlingen"
"Norma","Wallstadter Str. 64","68526","Ladenburg"
"Norma","Benzstr. 2","63843","Niedernberg"
"Norma","Freiburger Str. 31","69469","Weinheim"
"Norma","Kurt-Schumacher-Str. 35","67346","Speyer"
"Norma","Gleiwitzer Str. 38","69502","Hemsbach"
"Norma","Wenigumstädter Str. 34-36","64850","Schaafheim"
"Norma","Spessartst. 125","63834","Sulzbach"
"Norma","Siemensstr. 4","63768","Hösbach"
"Norma","Dieselstr. 2","63762","Großostheim"
